date,xRm-Rf,xSMB,xHML,xRMW,xCMA,xUMD
1963-07-31,-0.0040485544999375005,-0.0115767003953164,-0.0066824753868988,0.0076771703617091,-0.0133369852145644,0.0087680364598862
1963-08-31,0.0510503885733613,-0.005012138706160567,0.0072559849882514,0.0055253730826733,0.0005154889194963,0.0115329302129758
1963-09-30,-0.0156767642666106,-0.007337386803405632,0.010841985797394,-0.0059054705720783,0.0057568801746681,-0.0025616713571138
1963-10-31,0.0247872823594952,-0.008826072012831932,-0.0060616433628238,0.0279621255178853,-0.0216485484337142,0.0347553064950149
1963-11-30,-0.008690341128266901,-0.0074253491537149665,0.0127153330293772,-0.0033866159352135,0.0212007591245822,-0.0182267870018312
1963-12-31,0.0184510262146914,-0.018092537307497335,-0.0039473891157591,0.0039396185526627,-0.0004096455789173,0.0113313905854417
1964-01-31,0.0229931493423494,0.0017971038119124,0.0081204496865018,0.007086592210139,0.0043681975217645,0.0098580720991355
1964-02-29,0.0151243275779984,0.0027189419416158,0.0274565814280513,0.0015654533099256,0.0114395099877399,0.0030725680013658
1964-03-31,0.014003739113552799,0.021152542618337964,0.0384414562066805,-0.0233140706532941,0.0280306196851058,0.0030791776018368
1964-04-30,0.0013710030859013,-0.013627061490173868,-0.0065935702471339,-0.0118477475561406,-0.0168235414048375,-0.0103553475893809
1964-05-31,0.013638136546328701,-0.005745891925882533,0.0168970499124944,-0.000712016602751,0.0011775190257131,0.0256645852088344
1964-06-30,0.0122569923044363,0.006589195218161567,0.0066818652720651,-0.0049550320582229,-0.0050444756718574,-0.0001734663895268
1964-07-31,0.017602460048529802,0.010244078217169066,-0.0041830247200153,0.0004224703948738,0.0156289365466149,-0.0056239696453112
1964-08-31,-0.014148263285510101,0.004296855429873433,0.0042127375145472,-0.0021028725387634,0.0006410071688724,-0.0035095941605965
1964-09-30,0.0268863809364687,-0.0043806904192344,0.0051492171085331,-0.0088659678952007,0.0029834358231489,-0.0026802807683469
1964-10-31,0.0062165608343956996,0.0166176485819355,0.003119250668148,-0.0052060669214447,0.0040474454992146,0.0038054932558271
1964-11-30,-3.532875689599927e-06,0.0011319048345967114,-0.0238240453013084,0.0055088434093375,-0.0028801214606881,0.0095364340929734
1964-12-31,0.0004246913129633003,-0.0059010366721374335,-0.0207687360685778,0.0111355232218277,-0.0103396167132931,-0.0166460215447757
1965-01-31,0.0355175226290568,0.022237769438973303,0.0043214250848817,0.0075930580265137,0.000250915578609,-0.0097689308774909
